Date,Text,Link,Compensation,Employment Type,Images,Address
2021-12-10 15:16,NOW HIRING NYC Exterior Facade Inspector & CAD Drafter,https://newyork.craigslist.org/que/egr/d/kew-gardens-now-hiring-nyc-exterior/7419111991.html,Compensation and benefit package available to highly qualified candidate after probation period,full-time,,"
        ,
To work under the supervision of Professional Engineer (QEWI), looking for a Full-time opening for an Architectural Associate or Project Manager with past work experience in NYC building Facade and Exterior inspection, writing facade inspection, and CAD Drafting. Prefers college graduate (w/preferably a Bachelor Degree) with facade reporting and professional CAD drafting experience. Must be fluent in English including writing; presentable and personable with clients as it will require site visits, site safety planning, client meetings, and communication. Will be responsible for inspecting building exterior, develop plans (if need be) for DOB submission and write DOB facade report, prepare contract bids, and manage / supervise the actual construction work. Must be committed to long term with a desire to grow within the position. Web programming, graphic design, and Spanish speaking is a huge +.,
,
JOB TYPE: F/T from Office,
,
COMPENSATION: $58,000 & Up.,
,
Please email your resume for any consideration.,
    "
2021-12-10 16:38,Junior Architect,https://newyork.craigslist.org/mnh/egr/d/new-york-junior-architect/7419152720.html,TBD,full-time,,"
        ,
Growing midtown architectural firm is seeking architect with a minimum of 1 to 3 years of experience in Building Envelope Restoration.  Bachelor of Architecture degree, good communication and time management skills are a requirement.  ,
,
Responsibilities will include:,
•	Developing and Preparing Construction Drawings on Auto CAD,
•	Assisting in Preparing Technical Specifications and Reports,
•	Assisting in Construction Administration,
,
The ideal candidate would be:,
•	Detail-oriented,
•	Organized,
•	Punctual,
•	Able to take direction and work without supervision,
,
The candidate must hold valid working permit/green card and be a permanent resident status. ,
,
Potential for advancement is available.   Must reside in the Tri-State area.,
    "
2021-12-12 11:59,Experienced Architectural Draftsperson Wanted,https://newyork.craigslist.org/brk/egr/d/brooklyn-experienced-architectural/7419821887.html,40k to 65k,full-time,"https://images.craigslist.org/01414_ky1bxGU5Jfhz_0lM0t2_600x450.jpg,https://images.craigslist.org/00707_cIbPq6r1uCTz_0ne0t2_600x450.jpg","
        ,
Architectural and Expediting firm Specializing in High-End residential is seeking a draftsperson tp join our expanding Firm   ,
Candidate Must Have strong Revit and Cad Skills , And have knowledge in NYC Zoning and code regulations,
    "
2021-12-12 17:27,Architectural drafter,https://newyork.craigslist.org/brk/egr/d/brooklyn-architectural-drafter/7419966088.html,Per hour or by job,part-time,,"
        ,
Looking for a Freelance Auto cad drafter to prepare construction plans for filling has to be fast & flexible hours, Familiar with nyc building code & zoning.,
HAVE TO BE WORKING ON AUTO CAD ARCHITECTURAL   ,
Please send NYC construction plans or floor plans samples    "
2021-12-13 19:15,"Software Engineer, Design",https://newyork.craigslist.org/brk/egr/d/new-york-software-engineer-design/7420442621.html,150000,full-time,,"
        ,
The Software Engineer will develop and maintain software in Engine, and Multi-function displays as well as in-flight computing devices including Network Servers, Mission and Display Processors, Data Concentrator Units, and Flight Controls. The Software Engineer will engage in all phases of software development including requirements gathering and verification, architecture creation and review, detailed design and analysis, peer technical reviews, compliance to industry and company design standards, and compliance to program cost and schedule targets.,
,
Position Responsibilities:,
Participate in software development activities including requirement specification, design definition, and code implementation.,
Perform software verification activities including test definition, test execution, and review of software lifecycle artifacts.,
Integrate and debug executable code on avionics hardware platforms,
Participate in detailed discussions concerning software requirements, architecture, and test strategies.,
Generate software lifecycle documentation in support of the pursuit of formal certification of avionics software.,
,
Minimum Qualifications:,
Bachelor's degree in Software Engineering, Computer Science, Computer Engineering, and/or related field.,
Strong programming skills in C/C++.,
Working knowledge of software concepts, practices and procedures.,
Software debugging and troubleshooting capability.,
Proficient in Microsoft Office tools.,
,
Desired Qualifications:,
Experience with Python scripting,
Strong leadership, JavaScript, Designer, Full Stack Developer, UI/UX Designer, iOS, teamwork, and problem solving skills.,
Capable of working independently.,
Excellent verbal and written communication,
,
Please email a resume with contact information.    "
2021-12-13 15:38,EXPERIENCED ARCHITECT/ DRAFTER,https://newyork.craigslist.org/que/egr/d/richmond-hill-experienced-architect/7420347271.html,BASED ON EXPERIENCE,full-time,,"
        ,
LOOKING TO HIRE EXPERIENCED ARCHITECT/ DRAFTER MUST KNOW AND BE ABLE TO DO NYC  ZONING CALCULATIONS,  CODES REVIEW  AND PLAN REQUIREMENTS FOR DOB SUBMITTAL FAMILIAR WITH  DOB PAPERWORK. CLASS TWO DOB ID IS A PLUS. ,
,
REQUIREMENTS:,
- Must have 5-year Bachelor of Architecture degree and minimum 3 years working experience in single family residential design and mixed-use buildings ,
- Must have knowledge of NYC zoning and building codes,
- Must be able to develop design concepts into a full set of construction drawings independently,
- Must be a very organized team player with excellent communication skills. Must feel comfortable/confident to be the liaison between office, clients, contractors and consultants,
- Strong AutoCad skills ,
- Must be able to manage multiple projects EMAIL YOUR RESUME.    "
2021-12-13 19:32,"Software Engineer, Design",https://newyork.craigslist.org/jsy/egr/d/new-york-software-engineer-design/7420448692.html,150000,full-time,,"
        ,
The Software Engineer will develop and maintain software in Engine, and Multi-function displays as well as in-flight computing devices including Network Servers, Mission and Display Processors, Data Concentrator Units, and Flight Controls. The Software Engineer will engage in all phases of software development including requirements gathering and verification, architecture creation and review, detailed design and analysis, peer technical reviews, compliance to industry and company design standards, and compliance to program cost and schedule targets.,
,
Position Responsibilities:,
Participate in software development activities including requirement specification, design definition, and code implementation.,
Perform software verification activities including test definition, test execution, and review of software lifecycle artifacts.,
Integrate and debug executable code on avionics hardware platforms,
Participate in detailed discussions concerning software requirements, architecture, and test strategies.,
Generate software lifecycle documentation in support of the pursuit of formal certification of avionics software.,
,
Minimum Qualifications:,
Bachelor's degree in Software Engineering, Computer Science, Computer Engineering, and/or related field.,
Strong programming skills in C/C++.,
Working knowledge of software concepts, practices and procedures.,
Software debugging and troubleshooting capability.,
Proficient in Microsoft Office tools.,
,
Desired Qualifications:,
Experience with Python scripting,
Strong leadership, JavaScript, Designer, Full Stack Developer, UI/UX Designer, iOS, teamwork, and problem solving skills.,
Capable of working independently.,
Excellent verbal and written communication,
,
Please email a resume with contact information.    "
2021-12-14 14:49,Architectural Project Manager,https://newyork.craigslist.org/mnh/egr/d/new-york-architectural-project-manager/7420762959.html,salary commensurate with experience,full-time,,"
        ,
SBLM New York and Long Island office looks for highly motivated individuals to fill several positions ranging from Draftsperson through Project Manager with excellent REVIT, AutoCAD/Graphic and communication skills. Ideal candidate will be a well-organized, detail-oriented individual who is accustomed to working on and leading a team and production of Educational Projects, Retail, Commercial, or Mixed Used. ,
,
Responsibilities include, but not limited to: ,
Coordinating and developing construction documents,
Ability to take on technically challenging issues ,
Perform code and zoning analyses,
Review and redline drawings,
Produce deliverables without requiring constant supervision,
Coordinate meetings with consultants and clients,
Organize and lead site visits and surveys,
Conduct material research and meet with vendor as necessary, to understand,
materials and products,
Take initiative to complete work,
,
Requirements:,
BA Arch or BS Arch degree required,
5+ years professional experience in an Architect’s office,
Applicable knowledge of REVIT and other applicable industry software,
Understanding of codes and zoning,
Capable of detailing building components and construction processes,
Be a team leader,
,
Compensation and Benefits:,
We offer an excellent benefits package. ,
•	Benefits include Medical/Dental/Vision insurance plans, 401k Retirement plan, Flexible Spending Plan which includes transportation, parking, time off and more. ,
•	Salary commensurate with level of experience,
•	Our company culture features professional learning and growth opportunities, rewarding project types to participate in and free ongoing professional educational program,
•	Creative and innovative work environment,
,
Interested candidates should forward resume and samples of work.,
Please include position of your interest in the subject. No phone calls, please. ,
,
    "
2021-12-14 15:05,Intermediate Architect,https://newyork.craigslist.org/mnh/egr/d/new-york-intermediate-architect/7420771759.html,TBD,full-time,,"
        ,
This full-time position will involve participation in all phases of design and project management. Responsible for daily design and technical development of projects. Long term growth opportunity.,
,
Requirements:,
-      At least 5-7 years of experience,
-      Set-up and maintain CAD drawings for each project,
-      Production of schematic, design development and construction documents, including construction details,
-      Strong oral and written communication skills,
-      Overseeing and managing Construction Administration,
-      AutoCAD 2014 (min),
-      Retail experience a plus,
-      Work directly with Principal.    "
2021-12-14 17:37,Facade / Building Envelope Engineers & Architects,https://newyork.craigslist.org/mnh/egr/d/new-york-facade-building-envelope/7420843342.html,Commensurate with experience,full-time,,"
        ,
, ,

,, New York City's leading professional firm dedicated to the preservation of buildings and infrastructure, is seeking resourceful architects and engineers to join us in executing a growing slate of challenging projects. Openings are available for qualified individuals with from entry level to 10 years' professional experience.  ,

We work on an array of building types, including courthouses, schools, universities, churches, and hospitals, and many of New York's most storied landmarks, from Trinity Church to Grand Central Terminal. Our work embraces all components of the building envelope and underlying structure—facades, roofs, windows, and plazas—and the full complement of materials, from historic terra-cotta to high-performance curtain walls. We’re proud to be an industry leader in crucial practice areas like Local Law 11 inspections and repairs. We've won numerous awards, as well as the loyalty of many of the premier public, corporate, and residential clients in the region.  ,

You’ll work as part of a small team assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a small office experience coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state-of-the-art, non-destructive diagnostic equipment and techniques.  ,

Typically, you’ll participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see your designs executed in the field and you'll take on greater responsibility and client management as soon as you are ready.  ,

We offer an array of benefits and growth opportunities: ,
,

Our new Wall Street office is in the landmarked former Bankers Trust Company Building (Trowbridge & Livingston, 1912). The bright, spacious office on the 25th floor has high ceilings and views of lower Manhattan in four directions. Just steps from Federal Hall and Trinity Church, we’re easily accessible via public transportation: the 1, 2, 3, 4, 5, R, W, J, Z, and A/C lines all stop within a few blocks of our building. NYC Ferry access at Pier 11 is at the foot of Wall Street and the PATH World Trade Center station is nearby. ,

If you’re excited about this opportunity, please send us your resume, a cover letter with salary requirements, and a few pages of attachments (maximum of 10MB, please) or link to your portfolio that demonstrates your experience and capabilities. ,

With thanks for your interest, please note that only those candidates under consideration will be contacted. ,

For additional information on our firm’s services, approach, and projects, visit ,

    "
2021-12-14 15:11,Jr Architect / Designer,https://newyork.craigslist.org/mnh/egr/d/new-york-jr-architect-designer/7420774923.html,TBD,full-time,,"
        ,
Eager to work on Large Scale Commercial Projects. Master planning, shopping center development, lifestyle centers, open air centers and mall renovations. Some hospitality and miscellaneous projects. Must be able to produce high quality presentations and renderings. You will join a highly creative and dynamic team with direct involvement with all team members in a boutique studio environment. In this position you will utilize all your creative skills and design tools to collaborate in all facets of architectural design. ,
,
Responsibilities:,
• Work with the Design Director(s) and project team (s) on conceptual designs, presentations, design development, and production.,
• Coordinate with consultants, contractors, fabricators, and regulatory agencies to meet overall project objectives,
• Resolve complex design issues with innovative and practical solutions,
• Be innovative and take initiative to push yourself and those around you to be better. This is the design studio you’ve dreamed about!,
• Produce graphic presentations, 3D renderings, and construction drawings,
• Assist in managing client expectations, team communication and consultant coordination,
• Contribute to office activities, initiatives, and learning programs,
,
Requirements:,
• 0-5 years of experience on architecture projects. Talented Graduates will be considered.,
• Must be a motivated self-starter with the ability to problem solve both individually and as a part of a project team,
• Proficiency in the use of 2D/3D software, including Revit, SketchUp, AutoCAD, 3D Studio MAX, PhotoShop, InDesign and Illustrator. Understanding of 3D Studio Max and InDesign is a plus,
• Knowledge of materials, construction techniques, and building codes,
• Strong organizations skills and the ability to work on multiple projects at the same time.,
• Strong graphic and visualization skills to communicate design ideas,
• Bachelors’ Degree in Architecture,
• State Licensure and LEED accreditation is a plus but not required.    "
2021-12-14 18:04,Architect/Interior Designer,https://newyork.craigslist.org/brx/egr/d/mamaroneck-architect-interior-designer/7420854565.html,"Salary $ 80,000.00 to $ 100,000.00 Yearly",full-time,,"
        ,
Residential Design Build Remodeling Firm with offices in Westchester County, NY and Fairfield County CT, is seeking an Architect / Interior Designer with Residential Design/Construction experience. Must be proficient in CAD and possess strong interpersonal skills in directly interacting with our clientele. Incentive based compensation with substantial earning potential. Email resume with salary history to rzaccaria@remodeling-consultants.com.    "
2021-12-15 08:00,---PROJECT MANAGER – SIGNAGE / ORNAMENTAL METAL + GLASS - $70K - $200K,https://newyork.craigslist.org/brk/egr/d/brooklyn-project-manager-signage/7421003282.html,Commensurate to EXPERIENCE and SKILL,full-time,"https://images.craigslist.org/00B0B_4sfWEhPn6RAz_0aL084_600x450.jpg,https://images.craigslist.org/00E0E_draOK4884anz_0cU07g_600x450.jpg,https://images.craigslist.org/01212_hqmnSfCnIZNz_0CI0t2_600x450.jpg,https://images.craigslist.org/00n0n_wKKyYjS23Uz_0oc0ig_600x450.jpg,https://images.craigslist.org/00g0g_cTb1v32VMXyz_0jm0d3_600x450.jpg,https://images.craigslist.org/00T0T_7cpfom8LNemz_0gw08g_600x450.jpg,https://images.craigslist.org/00B0B_hI86PltBHtBz_0cU07g_600x450.jpg,https://images.craigslist.org/00T0T_9fvzMFdBmraz_0aL084_600x450.jpg,https://images.craigslist.org/00a0a_1znQKjrSctZz_0aL084_600x450.jpg,https://images.craigslist.org/00f0f_brReFE3ltUdz_0aL084_600x450.jpg,https://images.craigslist.org/00s0s_idX7lN0MCahz_0aL084_600x450.jpg,https://images.craigslist.org/00K0K_eVFrmQLZFcJz_0aL084_600x450.jpg,https://images.craigslist.org/00L0L_aB6Bfr8wxpfz_03D03D_600x450.jpg,https://images.craigslist.org/00t0t_hUtfcMujNnvz_09c068_600x450.jpg,https://images.craigslist.org/00T0T_c8djsekBHxUz_063084_600x450.jpg,https://images.craigslist.org/00h0h_1tyvCOyWCZMz_0ak05O_600x450.jpg,https://images.craigslist.org/00a0a_hIYYZhIE2Byz_04Q02I_600x450.jpg,https://images.craigslist.org/00909_g0BmcNgW3wz_04k032_600x450.jpg,https://images.craigslist.org/00C0C_aioAzk9xQIJz_04b038_600x450.jpg,https://images.craigslist.org/00U0U_c7DxBB1tvOWz_0g806W_600x450.jpg","
        ,
We are looking for a Project Manager that is hands-on and will coordinate with other managers to schedule, plan, forecast resources, and manage all the technical activities aiming at ensuring project accuracy and quality from conception to completion. Most larger-scale projects are performed for large General Contractors & CM's (i.e.: Tishman / AECOM, Turner & Lend Lease).,
,
Job Responsibilities:,
●	Field Verifications,
●	Submitting and following up on submittals,  shop drawings, samples, Job Hazard Analysis, Safety Plans, RFI’s, Change Orders, Etc.,
●	Booking and overseeing work by Field Supervisors, Field workers, ,
●	Creating Work Orders,
●	Communicating with Clients & Vendors,
●	Interpret Shop Drawings,
●	Keep Records of All Information Related to Project for Documentation, Clarification, and Presentation to Management,
●	Purchasing,
●	Follow Up With:,
     1.	Clients,
     2.	Submittals,
     3.	Vendors,
●	Work with Team to Review & Establish:,
     1.	Budget,
     2.	Fabrication Methods,
     3.	Schedule & Make a Project Plan to Execute the Project,
●	Purchase Materials,
●	Schedule Factory in Conjunction with Production Team Daily,
●	Liaison with Other Parties to Assure Smooth Workflow & Schedule Resources,
●	Assign Work to Staff in Design, Manufacturing, Installation, and Subcontractors,
●	Supervise Workers & Ensure That Project Specifications & Guidelines are Followed,
●	Assist Production Manager in Managing Relevant Departments,
●	Keep Track of Ongoing Expenses on the Project & Send Out a Weekly Email Showing a Summary,
●	Walk Projects Through Production & Quality Control,
●	Recording & Reporting Labor Hours,
●	Monitor Installations,
●	Track Installation Hours,
●	Ensure Safe Installation,
●	Guarantee Successful Installation,
,
Required Background / Skills:,
●	Masters Degree in Engineering or Relevant Field Experience,
●	Ornamental Metals knowledge,
●	Familiarity with Construction / Engineering / Manufacturing Rules, Regulations, Best Practices & Performance Standards,
●	Project Management & Supervision Skills,
●	Decision-Making Ability & Leadership Skills,
●	Ability to Maintain Confidential Information,
●	Work Well in a Fast-Paced Environment,
●	Ability to be Resourceful & Proactive when Issues Arise,
●	Professional Attitude & Appearance,
●	Solid Written & Verbal Communication Skills,
●	Detail-Oriented,
●	Strong Organizational Skills,
●	Strong Time Management Skills,
●	Strong Problem Solving Skills,
●	Ability to Multitask,
●	Can-Do Personality,
●	Technical Knowledge,
●	Strong Math Ability,
●	Energetic & Hard Working,
,
Softwares:,
●	Familiarity with 2 of the following: Autocad, Inventor, Solidworks, Sketchup, Rhino and Adobe Illustrator,
●	Microsoft Office Suite Applications,
●	Adobe Acrobat,
●	Experience With MS Project / Other Project Management Software,
,
Pluses:,
●	Driver’s License,
,
Our Production Department Manages the Following:,
●	Art Department,
●	Engineering Department,
●	Waterjet and Laser Cutting,
●	CNC Machining,
●	Metal and Plastic Forming & Fabricating,
●	Vinyl Plotting,
●	Digital Printing,
●	Screen Printing,
●	Engraving,
●	Etching,
●	Painting,
●	Installation,
,
Pass Pre‐Employment Background Screening, which can include Drug Screen, Background and Reference Check.,
,
    "
2021-12-15 08:20,--- FIELD SUPERVISOR – SIGNAGE / ORNAMENTAL METAL + GLASS - 90K - 150K,https://newyork.craigslist.org/brk/egr/d/brooklyn-field-supervisor-signage/7421008019.html,Commensurate to EXPERIENCE and SKILL 90K - 150K,full-time,"https://images.craigslist.org/00B0B_4sfWEhPn6RAz_0aL084_600x450.jpg,https://images.craigslist.org/00E0E_draOK4884anz_0cU07g_600x450.jpg,https://images.craigslist.org/01212_hqmnSfCnIZNz_0CI0t2_600x450.jpg,https://images.craigslist.org/00n0n_wKKyYjS23Uz_0oc0ig_600x450.jpg,https://images.craigslist.org/00g0g_cTb1v32VMXyz_0jm0d3_600x450.jpg,https://images.craigslist.org/00T0T_7cpfom8LNemz_0gw08g_600x450.jpg,https://images.craigslist.org/00B0B_hI86PltBHtBz_0cU07g_600x450.jpg,https://images.craigslist.org/00T0T_9fvzMFdBmraz_0aL084_600x450.jpg,https://images.craigslist.org/00a0a_1znQKjrSctZz_0aL084_600x450.jpg,https://images.craigslist.org/00f0f_brReFE3ltUdz_0aL084_600x450.jpg,https://images.craigslist.org/00s0s_idX7lN0MCahz_0aL084_600x450.jpg,https://images.craigslist.org/00K0K_eVFrmQLZFcJz_0aL084_600x450.jpg,https://images.craigslist.org/00L0L_aB6Bfr8wxpfz_03D03D_600x450.jpg,https://images.craigslist.org/00t0t_hUtfcMujNnvz_09c068_600x450.jpg,https://images.craigslist.org/00T0T_c8djsekBHxUz_063084_600x450.jpg,https://images.craigslist.org/00h0h_1tyvCOyWCZMz_0ak05O_600x450.jpg,https://images.craigslist.org/00C0C_aioAzk9xQIJz_04b038_600x450.jpg","
        ,
We are looking for experienced Field Supervisors. Experience in reading shop drawings, blueprints, and building plans is needed. Being able to lead installers, produce daily progress reports, excellent email communication. ,
,
Prior hands-on experience (Carpenter, fabricator, installer, etc.) is required. ,
,
Job Responsibilities:,
● Complete coordination of signage and ornamental metal and glass installation and personnel,
● Organize, track, and accurately document equipment, parts, and consumables.,
● Ensure proper locations are specified and all site regulations are respected,
● Provide onsite supervision and leadership to ensure the high-quality installation and customer,
satisfaction,
● Ongoing communications including daily reporting of data and any issues at client sites to Project Managers and Production Team,
● Ensure compliance with Standard Operating Procedures and established practices,
● Ensure that all field paperwork is completed accurately, signed off, and submitted in a timely manner.,
Including but not limited to daily field tickets, work orders, incident reports, third party and rebills,
● Ensure that equipment maintenance is completed and documented showing equipment is working properly,
● Daily reporting of man-hours and equipment performance to Project Managers and Production Team,
● Ensure safety compliance both on and off job sites,
● Manage day to day customer and employee issues,
● Act as a conflict mediator and help in the resolution of any workplace conflicts,
● Additional duties based on business needs,
● Rent machinery as needed, do field measurements, gather and prepare tools & equipment,
● Coordinate with clients of project updates and walkthrough completed jobs,
● Review shop drawings and confirm from compliance contract documents,
● Instruct manpower on-site, Union/Non-union, install as needed, and address punch list,
,
Required Background / Skills:,
● 5+ years' experience in the construction industry,
● 2+ years' experience in a supervisory role,
● Experience on Union Jobsites,
● Detailed knowledge of lifts, construction machinery, hand tools, and layout & measurement tools,
● Experience reading drawings/blueprints,
● Experience using laser measurements/layout devices,
● Motivated to work independently,
● Superior interpersonal and communication skills,
● Project management experience preferred,
● A flexible schedule is required,
● Able to implement innovative solutions to ""on-the-job challenges"",
● High standards of integrity, energy level, and motivation    "
2021-12-15 11:37,Design Assistant for Large-Scale Sculpture Studio,https://newyork.craigslist.org/que/egr/d/new-york-design-assistant-for-large/7421092024.html,"This is a full-time salaried position with supplemented medical insurance, paid sick/flex time and 401k.",full-time,"https://images.craigslist.org/00a0a_kkQNulv3l0mz_0CI0pV_600x450.jpg,https://images.craigslist.org/00f0f_eQy8AFIVeWSz_0CI0pO_600x450.jpg,https://images.craigslist.org/00S0S_9yUFNflso11z_0jm0t2_600x450.jpg,https://images.craigslist.org/00707_b4tqdPeRdWpz_0CI0t1_600x450.jpg,https://images.craigslist.org/00U0U_bMu8QeqlZCPz_0CI0t2_600x450.jpg,https://images.craigslist.org/00r0r_bseAnuktduvz_0m30t2_600x450.jpg","
        ,
Hello possible new colleague. You might be—or have the mind of—an architect, industrial designer, model maker or artist with technical fascinations and we'll be happy to hear from you. You might come from a creative/design background but don’t want to follow a traditional path in a traditional office. You might be 1-2 years (or more) out of school. Or you may be none of those but have the skills and the brain we’re looking for. If so, please read on…,
,
ABOUT US,
,
Nikolas Weinstein Studios is a professional studio of 10 people established twenty-five years ago, with a fabrication shop in San Francisco and a small design studio in Long Island City. The only separation is geography and the digital bond is strong. Combined, we are part machine shop, part engineering lab, and part giant kilns—all in the service of art. For the past twenty-five years we’ve been building sculptural installations for domestic and international clients. We're friendly, focused, smart, professional, and hard-working. We're direct in our communication; understanding that our main purpose is to contribute to the success of the studio. Because we're a small business, we all fill many roles. This means that there may be variety in what you'll be doing and also that you'll be expected to be part of a team, possibly working outside of your job description or comfort zone at times. ,
,
The LIC studio is where the artwork concepts are developed and this is primarily the aspect of the projects with which you’ll be assisting. The day-to-day work will be integral with developing the concepts for artworks; ideas, R&D, workflow, and technical stuff. But you will not be conceiving or designing the artworks independently. ,
,
THE JOB,
,
The position requires a well-rounded problem solver with excellent three-dimensional skills who is proficient and comfortable in a model shop or similar environment. You must be able to think and work independently and should have a technical, art, or craft background and a minimum of 1-2 years work experience. Much of the work that we do is not standard and requires problem solving on a constant basis. We often learn as we go and we solve new problems on each project. ,
,
— The job involves assisting the design director in setting up, processing, and outputting CAD related drawings and digitizing physical models.,
— This means importing new drawing sets from clients, setting scales, breaking them—out or simplifying the important components. ,
— Design and build simple architectural models using CNC routers.,
— Iterate small design studies and output info as requested by people in the shop. For example, small drawings of jigs or simple constructions with cut-lists based on sketches. ,
— Create internal construction documents to assist the fabrication team.,
— Assist with putting together presentations/short videos and proposals based upon editorial direction and content provided by your colleagues.,
— 3D printing & production prep - Manage the printing of parts and processing of drawings with engineering and parts fabrication vendors. ,
— Organize and maintain the digital library with occasional image corrections for visual resources.,
,
JOB REQUIREMENTS,
,
— CAD - Proficiency working in CAD, whether it be AutoCAD, Revit, Fusion 360, Rhino, or Solid Works. Basically, know your way around this kind of software package, the particulars are less important. ,
— Know your way around at least two of the following: Lightroom, Photoshop, Illustrator, InDesign, Premier. Be comfortable in these programs and be able to do more than for example, touch up blemishes. Please send samples of your work with these programs.,
— Physical - Have some experience/interest in the built world. Exhibit some appreciation or understanding of physical dimensions and forces such that you can incorporate real-world conditions into your thought process and decision making.,
— General familiarity with woodworking and architectural model making.,
— Self-directed and independent thinking is a must. When given a loose directive of what’s to be done, you’ll need to analyze and define the problem, then plot your own course to meet expectations, while also keeping the team informed about what you’re doing.,
— Troubleshooter: if something goes wrong you will need to figure out what is causing it and fix it.,
— Ability to multitask: you may be pulled in many directions at once. This is a small business and the work is challenging. You should be comfortable with, or invigorated by, this prospect.,
— Hold oneself accountable for quality work.,
— Efficient, careful, and thorough. Calm under pressure.,
— Open to dialogue and accepting of disagreement. Many opinions and ideas are solicited. Not everyone can be right every time but we are all committed to the process and continue to contribute anew, each time.,
— Good written and verbal communication skills.,
— Basic administrative computer skills. Ability to compose an articulate e-mail is a plus.,
— Some domestic and international travel is required.,
— This is an in-person position.,
— Covid-19 vaccination is required.,
,
COMPENSATION AND BENEFITS,
This is a full-time salaried position with supplemented medical insurance, paid sick/flex time and 401k.,
,
LOCATION,
A drop-dead one-of-a-kind building that is a 10-minute walk to trains (7, E, F, G, M, Q) and has access to dedicated bike paths.,
,
APPLICATION,
,
To apply for this position, please submit: ,
— Resume and cover letter,
— Designs and/or drawings you’ve developed that show your ability to take apart or put together somewhat complicated things in virtual space.,
— Any information on projects you’ve been involved with that you think would assist us in evaluating your application.,
,
You MUST put ""CAD Design Assistant"" in your subject heading or you will not be considered.,
,
This job will remain open until we find the right person. Thanks for making it to the end. We look forward to hearing from you and perhaps meeting you.,
,
*We will contact applicants in the New Year.,
,
,
    "
2021-12-15 11:48,Experienced Architectural Metal Programmer,https://newyork.craigslist.org/brk/egr/d/brooklyn-experienced-architectural/7421098092.html,TBD,full-time,,"
        ,
Experienced Architectural Metal Programmer,
,
A long established, state of the art, and exciting  fine metal fabrication company  constructing high profile and beautiful architectural and sculpture projects using the latest technology that  includes advanced lasers, waterjets, shears, numerical punching machines, press brakes etc. . . has an exciting opportunity for a Mechanical Engineer/Draftsman in our Production Department. This position will be responsible for working with our Technical Production Manager to prepare detailed flat pattern layout drawings of metal bent shapes using either Auto CAD, Inventor, Rhino and or Solidworks. Candidates must be detail oriented and accurate while working under tight production deadlines. Manufacturing background is helpful. ,
,
,
,
Qualification Requirements:,
,
Be able to read and interpret drawings from CAD and develop CAD drawings for production,
A strong mathematical background including comfort with geometry ,
Understanding sheet metal layout and bending functions helpful,
Must have good communication skills,
Must be able to handle multiple tasks ,
Must be dependable,
,
 ,
Competitive salary. Benefits include health insurance, paid sick leave, a 401k Retirement Plan, Paid Vacation, and generous Paid holidays.,
Vaccination Required. ,
Contact above through Craigslist email address with contact information and resume in body of email (NO ATTACHMENTS!) for consideration.    "
2021-12-15 17:17,Millwork office,https://newyork.craigslist.org/brk/egr/d/brooklyn-millwork-office/7421262570.html,Negotiable,full-time,,"
        ,
We are a Millwork company based in Brooklyn looking for an office personal with experience in the constraction or Architetoal Woodworking field,
,
    "
2021-12-16 11:07,Energy Engineer - Energy Auditor,https://newyork.craigslist.org/mnh/egr/d/new-york-energy-engineer-energy-auditor/7421493234.html,High salary with great benefits!,full-time,"https://images.craigslist.org/00W0W_88cTI8I25rpz_08g04E_600x450.jpg,https://images.craigslist.org/00J0J_e3laKCsOFKyz_0cU08N_600x450.jpg,https://images.craigslist.org/00e0e_7RzWjEnch6oz_0iS0bk_600x450.jpg","
        ,
IMMEDIATE NEED for an Energy Auditor - Energy Engineer for NYC Commercial and Residential Buildings.  Our client is a growing Energy/MEP firm in midtown Manhattan. This is a position for an energetic, self-motivated Engineer, who can help build an energy auditing and retro-commissioning team that will complete 500 LL87 compliant energy audits annually. Should have 5 years of experience performing energy audits. Expert knowledge of LL84, LL87, LL97 compliance. Build templates and process for consistent, accurate auditing. Should have an understanding of all HVAC systems, chillers, boilers, cooling towers, solar panels, envelope variations, etc. Should have at least one certification; for example, Energy Auditor Certification for DOB, Certified Energy Auditor, Certified Energy Manager, Building Energy Assessment Professional, Retro-Commissioning Certification for DOB, Certified Commissioning Professional, etc. Please contact Josh at 646-237-5404 or Tumpa at 646-237-5405 ASAP.,
    "
